comname,year,1,2,3,4,5,6,7,8,9,10,>10
haddock,2008,0.23386813186813188,0.3737264150943396,0.6324806201550388,0.8538888888888889,1.1744922048997772,0.9720000000000001,1.97,1.6537666666666666,1.6574,2.022076923076923,1.3455
haddock,2009,0.21065811965811967,0.47573786407766994,0.6893684210526316,1.0363865546218487,1.072,1.4693781512605042,1.5483333333333333,1.6376666666666666,2.179310344827586,1.8775,2.181153846153846
haddock,2010,0.17685340314136128,0.4639901960784314,0.7368055555555556,0.9447971014492754,1.1754655172413793,1.15596,1.4589225449515906,NA,1.9291666666666667,1.8607142857142858,2.3017307692307694
haddock,2011,0.13977855153203342,0.44353719008264464,0.7033064516129033,0.8944444444444445,1.1369607843137255,1.2294444444444446,1.3845238095238095,1.4724052132701422,1.1266666666666667,1.5375,1.9811363636363637
haddock,2012,0.13620629370629372,0.38738382352941175,0.7494342105263159,0.8835714285714286,1.0957142857142856,1.230029411764706,1.282872340425532,1.366818181818182,1.4980939226519339,1.0266666666666666,1.9415
haddock,2013,0.1739831325301205,0.3679633507853403,0.6642797704447633,1.105,1.120625,1.3421739130434782,1.4735185185185187,1.601304347826087,1.7175,1.7018095238095239,1.46
haddock,2014,0.13366616878267365,0.448024064171123,0.6421111111111112,0.8910078740157481,1.107608695652174,1.3452666666666666,1.495909090909091,1.6780000000000002,1.7308333333333334,2.7075,1.6978846153846154
haddock,2015,0.11344970414201183,0.32076206896551723,0.7002250803858521,0.825989247311828,1.0461621287128713,1.4251851851851853,1.574,1.0816666666666668,2.048,2.2883333333333336,1.653846153846154
haddock,2016,0.12245958429561202,0.24144927536231886,0.5039894304169114,0.9467121212121212,1.0848031496062993,1.1810640138408306,1.51125,1.26,1.61,1.9757142857142858,1.955
haddock,2017,0.11394,0.2377576923076923,0.4108823529411765,0.6264534803583736,1.0081,1.1626315789473685,1.2028103448275862,1.50625,NA,NA,2.6333333333333337
haddock,2018,0.13721917808219178,0.30616727272727273,0.42814285714285716,0.6291489361702128,0.8271164319248827,1.2708163265306123,1.294,1.344368932038835,1.5550000000000002,1.98,2.665
haddock,2019,0.15854437869822485,0.29782075471698116,0.4644037558685446,0.5988953488372093,0.8072833333333334,0.9493143564356435,1.2233333333333334,1.0571428571428572,1.3773076923076923,NA,NA
pollock,1992,0.11943333333333334,0.34447916666666667,0.912,1.6405384615384615,2.7752,4.618,5.793,5.852,NA,5.425000000000001,9.26
pollock,1993,0.0926,0.25806666666666667,0.6791818181818182,1.2061176470588235,2.2516,3.488947368421053,5.438000000000001,4.633333333333334,7.09,7.07,17.585
pollock,1994,0.106,0.3751,0.875,1.2925200000000001,2.7338947368421054,3.6188571428571428,3.2314285714285713,4.026,3.7600000000000002,4.75,8.190000000000001
pollock,1995,0.132125,0.42320833333333335,0.85475,1.134125,2.160032258064516,2.832388888888889,4.711,5.4350000000000005,6.8340000000000005,9.47,NA
